url,timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
http://mashable.com/2013/04/18/may-fourth-be-with-you-event/,630.0,12.0,363.0,0.57182320284,0.999999995283,0.773584902011,5.0,3.0,1.0,1.0,4.51239669421,7.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,413.0,293.0,0.0,690400.0,128971.428571,0.0,4459.04347826,2602.61878424,4200.0,4200.0,4200.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0285776419368,0.603922423959,0.310103097181,0.0286467971299,0.0287500397933,0.507752124419,0.175994067661,0.0440771349862,0.0137741046832,0.761904761905,0.238095238095,0.38363771645,0.0333333333333,1.0,-0.25,-0.4,-0.15,0.571428571429,0.357142857143,0.0714285714286,0.357142857143,5100
http://mashable.com/2014/05/23/edgar-wright-shrinks-from-marvels-ant-man-over-creative-differences/,230.0,11.0,502.0,0.591919190723,0.999999996825,0.777777775309,6.0,1.0,2.0,0.0,4.94422310757,6.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,697.0,159.333333333,3400.0,843300.0,229566.666667,1432.85714286,4012.82318841,2895.24838175,1200.0,1200.0,1200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0333342328734,0.366581381915,0.533413065549,0.0333342643774,0.0333370552851,0.312202380952,0.0514880952381,0.0219123505976,0.0119521912351,0.647058823529,0.352941176471,0.351515151515,0.1,0.8,-0.304166666667,-0.7,-0.05,0.0,0.0,0.5,0.0,3100
http://mashable.com/2013/01/24/dont-count-apple-out/,714.0,6.0,951.0,0.433760683297,0.999999997992,0.65863453683,22.0,19.0,1.0,0.0,4.21556256572,9.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,676.0,405.5,0.0,51900.0,18911.1111111,0.0,2713.46099291,1919.16657426,548.0,22200.0,4942.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.138435820724,0.0222229670379,0.134496588853,0.0222223427525,0.682622280633,0.483646945647,0.0950459355459,0.0609884332282,0.0283911671924,0.682352941176,0.317647058824,0.371402261532,0.0625,1.0,-0.317357436802,-1.0,-0.05,0.0,0.0,0.5,0.0,1300
http://mashable.com/2014/08/09/8-ice-cream-recipes/,151.0,9.0,496.0,0.569072163775,0.999999996845,0.712933751694,10.0,3.0,1.0,0.0,5.03629032258,10.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1100.0,262.222222222,0.0,843300.0,301060.0,0.0,3494.80322928,2205.22050605,1200.0,3500.0,2350.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.725775716085,0.212611268146,0.0200644153381,0.0200169687081,0.0215316317237,0.472504456328,0.119295900178,0.0483870967742,0.0161290322581,0.75,0.25,0.238904671717,0.05,0.6,-0.188541666667,-0.4,-0.05,0.0,0.0,0.5,0.0,1400
http://mashable.com/2013/01/11/marlon-wayans-haunted-house-shorty-awards/,727.0,8.0,148.0,0.721088430469,0.999999989691,0.865979372516,6.0,2.0,0.0,1.0,4.72972972973,10.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,1000.0,589.111111111,0.0,28000.0,16580.0,0.0,5457.14285714,3249.773515,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.191457927608,0.747757279008,0.0201223227343,0.0206556085677,0.0200068620824,0.494343434343,0.193636363636,0.0405405405405,0.0135135135135,0.75,0.25,0.394949494949,0.0333333333333,1.0,-0.116666666667,-0.2,-0.0333333333333,0.75,0.8,0.25,0.8,1000
http://mashable.com/2013/11/11/microsoft-skydrive-xbox-one/,423.0,10.0,1369.0,0.465236686046,0.999999998839,0.629500579989,11.0,7.0,12.0,5.0,4.44265887509,10.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,762.0,286.111111111,0.0,843300.0,239760.0,0.0,5560.33333333,3139.10596589,2900.0,13300.0,8966.66666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205777496029,0.483563359013,0.0200038753637,0.306765096838,0.169089919183,0.452956322317,0.156769782086,0.0496712929145,0.0284879474069,0.635514018692,0.364485981308,0.464830659537,0.05,1.0,-0.307826539557,-1.0,-0.05,0.25,-0.166666666667,0.25,0.166666666667,815
http://mashable.com/2013/02/03/super-bowl-power-outage/,704.0,11.0,367.0,0.679758306103,0.999999995868,0.776859500922,32.0,1.0,0.0,1.0,5.05994550409,10.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,475.0,334.1,8200.0,69100.0,35120.0,1673.88372093,3213.68181818,2430.39691654,4500.0,4500.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.143150323248,0.0205176294972,0.0200283583492,0.796298339948,0.0200053489576,0.48617965368,0.180103896104,0.0354223433243,0.00817438692098,0.8125,0.1875,0.279903429903,0.1,0.6,-0.172222222222,-0.2,-0.15,0.666666666667,0.333333333333,0.166666666667,0.333333333333,2000
http://mashable.com/2014/07/09/pilot-pizza-delayed-flight/,183.0,13.0,408.0,0.549504949135,0.999999995885,0.716049379769,7.0,1.0,3.0,0.0,4.74754901961,6.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,576.0,184.0,9800.0,843300.0,317216.666667,2383.20567376,4349.06538049,3279.89923093,1500.0,1500.0,1500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0341773176994,0.0333393141599,0.579776740649,0.0335216571086,0.319184970383,0.472494172494,0.0639277389277,0.0343137254902,0.0171568627451,0.666666666667,0.333333333333,0.272294372294,0.1,1.0,-0.442857142857,-1.0,-0.05,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,770
http://mashable.com/2013/09/06/annoying-zombies-the-walking-dead/,489.0,12.0,301.0,0.537162160347,0.999999994152,0.678362569132,5.0,3.0,1.0,0.0,4.72093023256,7.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1400.0,335.666666667,0.0,843300.0,232557.142857,0.0,3254.54637289,2107.63557869,676.0,5800.0,2625.33333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.189229753095,0.0285725324769,0.0285799873859,0.0285718170226,0.72504591002,0.429710144928,0.013768115942,0.0265780730897,0.0232558139535,0.533333333333,0.466666666667,0.40625,0.1,0.5,-0.279761904762,-0.8,-0.1,0.0,0.0,0.5,0.0,795
http://mashable.com/2014/07/29/james-franco-selfie-jimmy-fallon/,163.0,10.0,536.0,0.556862744006,0.99999999726,0.654794518754,32.0,0.0,4.0,0.0,4.9776119403,7.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,325.0,107.666666667,0.0,843300.0,144228.571429,0.0,3516.44677185,1175.04384121,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285768590821,0.741882873495,0.171925258337,0.0286691857642,0.0289458233215,0.452601775329,0.130831037649,0.0317164179104,0.00559701492537,0.85,0.15,0.321613190731,0.0333333333333,0.6,-0.366666666667,-0.7,-0.2,0.9,0.4,0.4,0.4,2000
