publish_date,headline_text
20080922,pakistani troops fire on intruding us choppers
20081208,twilight director not returning for sequel
20081104,ashley cooper out to bury world cup demons
20080620,tcc court hearing
20081026,family pets rescued from seddon blaze
20080419,us climate talks split on 2050 goals
20080909,goulburn murray athletes begin paralympic
20080624,snow forces nz school closures
20081019,obama raises record 217m in one month
20080414,nelson stands firm amid mutiny rumours
20080122,renshaw claims first tour down under stage
20080723,afghanistan may be tougher job than iraq obama
20081112,haase up beat about shadow ministry appointment
20080310,overtime is hurting quality of life trades hall
20080530,watch doris pilkington garimara talk about her
20080205,federal govt urged to detail water plan intentions
20080528,armed gunmen rob perth restaurant
20080314,rowdy protest over gunns pulp mill
20080124,first stages of clean up to begin in emerald
20080403,tas aquaculture industry blows its own trumpeter
20080314,demoralised doctors leaving nsw hospitals
20080801,osama bin laden doco headlines biff
20080221,mardi gras devils to march for research funds
20080714,cmc hearing into former det boss flavell begins
20080305,pesticides may be hidden danger
20080113,qld police book 120 drivers in weekend road blitz
20081216,renters brace for pain as housing construction
20080909,kath proudfoot has continued australias field
20080924,rain boosts upper hunter farmers prospects
20080610,hollywood stars back fight to save tiger
20081113,japanese pm under fire for familys pow labour
20080317,male drivers more easily distracted nrma
20080807,easy comparisons
20080910,us ambassador in albany for warships visit
20080522,500 hectares targeted in south coast burn off
20080422,debate continues over bus interchange site
20081117,melbourne cup blamed for blood shortage
20080127,black hawks swoop in on flood aid mission
20080624,coorparoo woman missing since friday
20080319,paramedics plead for caution on qld roads over
20080920,top islamist militant killed in shoot out
20080702,philippines to refloat sunken ferry
20080307,waratahs come from behind to pip brumbies
20080403,company rejects transporting lead in solid form
20080117,neitz to remain demons captain
20080930,government abandons joint sittings
20080704,swan denies restrictive approach toward chinese
20080320,rudd defends china trip
20080704,funeral ban as murder accused gets bail
20081127,gladstone health consistent with rest of qld govt
20080519,bzzzzt 555am and its time to check the weather
20081006,court decision reserved on pollution case
20080313,aussies outspend americans on plastic surgery
20081115,police believe man found in car was murdered
20080613,cubas robles breaks hurdles record
20081105,simpson quits as roos skipper
20081110,seselja unveils shadow ministry
20081129,flight recorders from fatal air new zealand crash
20080801,rsl clubs fight to stay alive
20080514,100 arrested in north coast police operation
20080128,man released after questioning over vineyard
20080123,man hurt in post office break in
20080129,economy trend pointing down nab
20080103,locals angry over fraser evacuation
20080104,riot police deployed for burma independence day
20080328,residents air wind farm traffic concerns
20080602,queensland cannabis grower charged
20080915,greens push for greener government
20081001,search continues for suspected croc victim
20080414,book accuses kosovo fighters of trafficking serb
20080825,investigators probe nt rodeo helicopter crash
20080824,enkhbat wins boxing bantamweight gold
20081023,nsw tobacco laws slammed
20080506,roadshow offers liquor law overview
20080822,businessman gets suspended sentence for firing gun
20080220,e timor military pulls out of rebel man hunt
20080714,police stand by injured pope patrol officer
20081106,obama prepares for presidency
20080825,games end in spectacular style
20080819,latest from beijing with lisa millar
20080415,uganda school fire kills 19 mostly children
20081217,eduardo makes successful return to action
20080325,eurododalla council to run brou tip
20080326,asic and asx defend company market rules
20080926,terrorism suspects arrested at german airport
20080417,union threatens more teacher strikes in nt
20080205,smith unhappy with taiwan un referendum
20080219,australia recognises kosovos sovereignty
20081224,victorian fisheries going well
20080627,man shot dead in melbourne
20081115,g20 leaders convene for financial crisis talks
20080107,fall girl stable
20081104,hampden bridge may be be spared from demolition
20080528,medibank head wont predict drop out numbers
20080710,holocaust a vital part of curriculum nsw minister
20081224,change the laws for maritime rescue costs
20080416,perth to get observation wheel
20080623,living costs up under carbon trading
20081023,washington calls finance summit as us stocks plunge
20080120,sea shepherd vows more attacks on japanese whalers
20080104,nab announces rate increase
20080107,nsw govt extends natural disaster zone
20081223,real presents new signing diarra
20081108,financial crisis puts planned office block on hold
20080827,sculptor scott eames talks about rejection of his
20080225,broken hill to rally against power sell off
20081003,no evidence of potential hiv epidemic health dept
20081105,new broadband scheme promises north coast benefits
20080610,police hunt wagga supermarket bandits
20080608,seven dead in tokyo stabbing rampage
20080420,chequered flag nears for targa competitors
20080901,prosecution seeking life for cbd shooter
20080428,breast surgery cuts raise opposition ire
20081225,opposition welcomes tas govt lifeline for acl
20080911,unemployment drop may curb rate cuts experts
20080828,whan unfazed by poll revealing seat threat
20080826,dairy farmers shareholders to vote on national
20081031,mum baby die in bruce hwy crash
20080930,police remember fallen colleagues
20081029,rees under fire over minister abuse allegations
20080521,sa acting premier kevin foley on what the state
20080618,rio to fight cazaly claim
20081006,dogs take cordy on father son rule
20081103,black balloon underbelly claim soundtrack honours
20080714,rochford appeared shaken before suicide prison
20080731,beaconsfield mine quiet on day of rockfall
20080110,climate change affecting power suppliers regulator
20081007,big crowd farewells surfing pioneer troy
20081007,the great desert caper
20081118,psa urges detention centre closure rethink
20080418,cutting back on plastic bags
20081108,palm is mayor extends olive branch to bligh
20080808,diplomats murder adds to saudi development concerns
20081121,sex offender jailed two decades on
20081118,russia georgia combatants broke laws amnesty
20081112,motorcycle death increase prompts new laws
20081223,car injures teen cyclist in towradgi
20081222,hawks renouf banned fined for jumping on cars
20080118,india on top in perth
20080806,conservationists celebrate gorilla discovery
20081028,public opinion sought on new cancer network
20080919,three men charged with attempting to smuggle
20080323,ogilvy still leads as play suspended
20080925,police officer charged over child porn
20080207,france make six changes to play ireland
20080103,writers to picket golden globes
20081123,vic escapes bad storm damage
20081213,rate cuts easing mortgage stress hia
20080319,car crash closes southern tas road
20081128,thai protest leaders call for fight to the death
20081219,alcohol restrictions planned for cherbourg
20080811,mp backs arbitration for election seat disputes
20081115,kangaroos hunting perfection price
20080806,boy missing from boat at port
20080809,cowboys bulldogs look to fight off wooden spoon
20081031,deadline for foi inquiry submissions extended
20080415,iag rejects qbe merger proposal
20081217,grateful cousins ready to take next step
20080823,georgia says russian pullout not over
20081006,some jetstar flights delayed for another day
20081001,the principal of winthrop baptist college has
20080525,catholic youth day wont see apec style fences
20080529,push for higher electricity prices
20080105,obama confident as us presidential campaign rolls
20080603,ex cop admits stealing drugs
20080307,sydney artists self portrait wins archibald
20080321,female motorist injured as car hits horse
20081010,aust markets follow wall st plunge
20080815,housing affordability still at 24 year low hia
20080222,ppp meet to decide next pm for pakistan
20081210,no cover up on hospital deaths della bosca
20080102,top baby names in 2007
20081015,theophanous shocked by rape accusation
20080106,mr christmas carries on celebrating
20081005,six goal barcelona demolish sorry atletico
20081227,chinese destroyers head to fight somali pirates
20080319,us judge reserves patel bail decision
20080130,lack of evidence in harbhajan case says
20080817,dementieva wins womens tennis in beijing
20080228,tigers preparation second to none scott
20080502,toddler disappearance declared major crime
20080102,police arrest man over adelaide brawl
20081031,teens on assault charges
20080730,grave fears for young mums safety
20080714,online property scams
20080409,rex talks up special needs effort
20081028,stolen police car set alight
20080706,nestor zimonjic clinch mens doubles crown
20080117,gippsland public to get fire inquiry say
20080806,four abused crew can leave ship union
20080423,rudd rules out gst rise
20080210,flames punish lowly lynx
20080116,link road funding to farm productivity says mp
20080117,police continue hunt for pair after shooting
20080129,qld oks statewide taser trial
20080326,jury discharged in huxley bashing trial
20080909,dollar slumps as aust market slips
20081001,kayaker lucky to be alive police
20081102,deans praises hong kong experiment
20081003,going heywire at berry springs
20080501,anti youth crime laws under attack
20081216,seven arrested as gunns mill protest ends
20080410,wiggins hoping to reach record fourth olympics
20081218,indigenous health linked to climate change fight
20080624,nsw flags mentally ill criminal release panel
20080506,new defence project to boost regional qld
20081013,us election campaign costs 1 billion so far
20080408,murder prompts police complaints review
20080316,22 students burned alive in iran bus fire reports
20080229,prince harry recalled from afghanistan ministry
20081120,ninnis excited about 36ers import
20080524,british taxpayers paid thousands for blairs kitchen
20080601,nsw firefighters deserve pay assurance oppn
20080901,driver dies in princes hwy crash
20080227,benbrika religious but not a terrorist court told
20080216,concerns raised over defence it security
20081025,clark to check elbow progress
20080201,storms play havoc with rail services
20081026,f3 sections closed for contraflow upgrades
20080719,bush discusses time horizon for iraq withdrawal
20080522,alan cadd from motormouth talks to ali moore about
20080709,japan on board for rudds nuclear battle
20081112,kanck pushes for copper coast council probe
20081114,vidmar inducted into hall of fame
20080520,shires share in crime prevention funds
20081208,japan suspends irish pork imports
20081212,madonna a stain on humanity pinochets cardinal
20081209,old morwell police station to be sold
20081125,opposition questions smelter exemption pledge
20081215,unsafe toys pulled from qld shelves
20080408,naomi campbell banned from british airways reports
20080502,honours shared in city country clash
20080429,vampire accused flattered by teenage attention
20080714,ki forestry prompts water vegetation worries
20080403,pulp mill independent site supervisor rob joy
20080919,81yo bashed in home invasion
20081022,website to help parents compare childcare services
20080128,sehwag gone draw edges nearer
20080720,zimbabwe introduces 100 billion note
20080404,campbell released on bail
20080923,foley withdraws racist gibe
20081230,dengue fever outbreak linked to overseas tourist
20080110,aust can ride out us recession mac bank economist
20080220,nuclear energy expensive kennedy
20080327,irrigators criticise murray darling deal
20081122,nebraska tightens child abandonment laws
20081220,madoff agrees to extension of asset freeze
20080729,woman arrested over shepparton stabbing
20080601,brough tackles merger talks
20080404,big brother signs for bruce highway
20080612,business chiefs urged to agree on infrastructure
20080918,calls for cash rewards for whistleblowers
20081129,thai protesters face off against police
20081124,council asked to approve tamworth poultry plan
20080707,macklin must reveal plans for town camps mayor
20080411,nsw govt defends ambo support
20080527,mayor keen to catch dangerous nanango dog
20080307,eight kilos of cannabis intercepted
20081101,obrien chuffed with favourable cup draw
20081117,st george irrigators shun govt buyback
20080623,households may be worse off with carbon trading
20080826,victims flee scene of nightcliff car crash
20080321,poor start to tasmanian easter road toll
20080710,groups fight to save murray canoe marathon
20080630,rudd swan talk up tax cuts
20081007,australia construction sector slumps
20080516,sharks have surf competition organisers worried
20081213,boucher latest injury drama for proteas
20080719,pilgrim flu outbreak spreads
20080118,nsw prosecutor released after six months jail
20080825,healthy food a luxury item in aboriginal
20080923,push on for national road safety hotline
20081214,physio says clarks elbow a long term concern
20081002,no more adjournments in fatal car crash case
20080326,increasing concern for missing bushwalker
20080414,investigation begins into boat sinking
20081204,kiwi wilkinson holds clubhouse lead
20080403,academic casts doubt over mulesing target
20080811,dollar remains at 7 month low
20080528,community helps crack drug supply operations
20080825,wheat carrier towed after month long stranding
20080417,small shark bites gold coast man
20080218,mp says murwillumbah residents fed up with crime
20080427,car making skills put to test
20080511,qld libs president dismisses federal permission
20080907,calls for changes to act prostitution act
20080223,turkey launches land offensive into northern iraq
20080918,us teen docks in darwin on world record attempt
20080914,britons stranded as another tour operator fails
20080609,first laos film since 1975 released
20080516,not my fault said fatal crash accused
20080630,the alfreds trauma centre director assoc professor
20080328,fines for smoking in cars with kids begin
