publish_date,headline_text
20030303,unhooked brakes to blame for taiwan train disaster
20030918,oldest prisoner in tas released citing health
20030913,nine reportedly dead in portuguese plane crash
20031031,nurses welcome medicare rebate plan
20030930,un cuts its iraq staff
20030601,tougher water restrictions loom after dry may
20030715,illegal fishing review to hold public meetings
20030723,minardi sign italian bruni as test driver
20030910,man breaks leg in cliff fall
20031125,bush signs off on troops pay rise
20030530,cwealth not responsible for regional airport
20031114,indonesia knew about melville boat tow howard
20031005,yuvraj into india squad for new zealand test
20030502,blair survives backlash at local regional polls
20030505,beijing closes access to reservoirs
20031014,business group rejects social responsibility survey
20030828,qld unswayed by act backdown on health deal
20031101,woman jailed for trying to kill daughter
20030430,south africa launch bid to host soccer world cup
20030513,catholic school to close doors
20030724,baiting aims to address wild dog problems
20030522,car crash sparks deeper police probe
20030916,maritime college to help boost port security
20031027,france adopting cops tactics says ibanez
20030615,indonesia says 200 rebels killed in aceh
20030809,childhood sun exposure may reduce ms risk study
20031204,hospital acknowledges staff shortages
20030512,gold coast man monitored for sars
20030701,budget accom crisis as fire laws raise standards
20030826,counselling available to students who witnessed
20030324,lester concerned about keppel park race meetings
20030825,holt disappearance case re opened
20030228,us votes to ban human cloning
20030315,deportivo turn to domestic duties after european
20030819,council approves power station site rezoning
20030328,poland asks us for discretion about troops
20030519,toddler killed in traffic crash
20030227,saddam will destroy some missiles downer
20030327,international gaze on broken hill
20030302,sydney man swims for a good cause
20031010,no guarantees of terrorism free bali ceremony
20030617,tas minister discusses pulp mill with timber boss
20030915,vic oppn supports regional move campaign
20030722,south africa accept draw against india a
20030730,cuddihy sets sights on olympics
20030222,shop owner on trial accused over bali bomb
20031020,centrecare service set to start
20030306,aus baseball legend nilsson bows out
20030503,tga says folic acid pills on the market are safe
20030619,court jails three men after hobart assault
20031122,nude springbok training snap shocks south africa
20030508,warning issued after young girl attacked
20031031,us house of reps approves 124bn for iraq
20030522,receivers appointed for vic nursing homes
20031108,us mail centres to reopen after anthrax scare
20030908,israel fires three missiles in gaza raid
20031118,vic police criticised over missing persons
20031020,greens highlight indigenous opposition to mine plan
20030520,teen gets community order for assault theft
20031126,washington to trim loan guarantees for israel
20031209,lets get fair dinkum waugh
20030718,vietnam president overrules sydney womans death
20030416,judges should be exempt from security checks nt
20030920,bond an australian hero americas cup skipper
20030515,grande residents face move
20031116,india call up rookie pacemen for australia tour
20031130,hockeyroos down dutch rivals
20030916,roos buckley take coaches honours
20030627,cameroon to play cup final despite foes death
20031205,hockeyroos hopes on the line
20030612,mckenzie named waratahs coach
20030320,dust storm to take toll on farmers
20030527,brazilian coaches resign at paysandu goias and
20030307,muscat set to miss old firm clash
20030620,outrage over plan to fight child detention ruling
20031217,dpp seeks baby manslaughter sentence report
20030718,commendation for officer stabbed during arrest
20030928,obasanjo says exiled liberian leader may face trial
20031024,blair govt to allow 15000 asylum families to stay
20031211,breakthrough made in murder case
20031003,nt company wins 22m rail tender
20031009,f1s iceman clings to championship dream
20030602,jonah lomu rugby icon
20030530,charity ride to raise cancer funds
20031223,pope says world peace is possible
20030707,five dead as china blows dikes to fight floods
20031215,sa magistrate remanded for trial
20030626,telstra sale depends on market howard
20030430,reds demote kefu to bench
20030418,fisichella handed brazil gp trophy at last
20031211,hungry haydens run making obsession
20031010,exposure to hep a gives protection against asthma
20030907,tearful bangladesh rue test near miss
20031121,italys leading trio in fear of travel sickness
20030529,iranians urged to stand firm over us pressure
20031227,us troops kill four iraqis after patrol attacked
20031208,immigration officials question malaysian trio
20031029,business dispute may be behind png piracy officials
20030406,wa residents prepare for cyclone
20030523,montgomery expects to return in time for us trials
20030630,campbell set to be cleared by parliamentary panel
20030508,teen charged over bomb hoaxes
20030419,jurassic park creator agrees to pay ex wife us31m
20031027,investigations continue into south coast accidents
20030312,darwin theatre co lobbies for permanent base
20030930,police uncover record vic ecstasy haul
20030830,pakistan fight back after kapali hat trick
20030514,small budget allocation for roadworks
20031219,becker dodges internet fallout
20030429,doctors group happy overall with medicare reforms
20030820,two jailed over bar managers murder
20031221,ferdinand may quit england ferguson
20030324,us aiming for figure skating clean sweep
20030404,residents urged to have say in council election
20031006,villeneuve faces f1 farewell
20030309,wa crime drop aided by dna technology police
