publish_date,headline_text
20090917,kayozview they said it
20090208,biden charts new us foreign policy direction
20090506,seagrass link to seahorse stance
20090410,cia no longer using secret prisons
20090528,in the afl richmond has arrived in perth with ben
20091204,tension over tote sale
20091018,shots fired at police station
20090505,act greens libs vote to keep exhibition park board
20090623,man charged with jewel heist
20091105,lng project decision delayed
20090730,muffy home after nine years
20090106,national park bushfire declared an emergency
20090824,ice hockey in the capital
20091222,man fined 210000 over online spam
20091216,bikies join forces to have laws dumped
20090728,three cab drivers assaulted and robbed
20091201,broxham re signs with victory
20090619,ladies to tradies women making it in mens business
20090727,ex world champ forrest shot dead
20091127,storm brings damage to riverina
20090906,stampeding lions too much for us ratten
20091005,turnbulls smart arse bites back
20090804,scholar predicted somali terrorist activity
20090608,revisiting the fitzgerald inquiry
20090404,flintoff hat trick lifts england to series win
20090915,traders to feel low season pinch
20091217,motorbike riders in nt more likely to get injured
20091208,sidecar duo conquer world champs
20091029,inspector dominic wood discusses the fatal level
20090325,mallee farmer named new vff grains chief
20091202,times up for urea plant say
20090310,33 killed in baghdad suicide bombing
20090419,nrl interview matt bowen
20090618,2m bill for displaced senior public servants
20090626,mother condemns penalty over sons work death
20090428,shearer says time running out for magpies
20091019,kathmandu to launch 380 million float sources
20090312,bad weather cancels missing fishermen search
20091101,blighs popularity takes a hit
20090502,brumbies humble reds in seven try rout
20091103,a winning formula destroyed
20090121,bikies appear in court over subiaco brawl
20090623,senate delays vote on emissions
20090427,rising aussie stars to be honoured in hollywood
20090227,scientists hope to save act perch population
20090412,warnes rajasthan royals lose ipl warm up
20091005,venus safina bow out in china
20090812,iron ore prices rise as stand off continues
20090712,fire crews battle blaze in gilgandra
20091105,dialysis shortfall puts artists life at risk greens
20091024,boy trapped under glass
20090402,salty lagoon fish kill cause still unknown
20091204,qld budget deficit blows out
20090628,russia nato resume military co operation
20090323,israeli troops shot at ambulances medics in gaza
20090626,blues bombers look to break from the pack
20091006,gunnedah switches on water chlorination
20090808,holden gets 200 million bailout
20090321,congress says us budget deficit could quadruple
20090428,targa legend wins prologue
20090702,rockhampton unit rents rise
20090803,pete said it
20090723,police probe fatal sussex inlet smash
20090608,tough tests skewing swine flu figures expert
20090205,national disaster declared in solomon islands
20090617,government standing over renovated schools
20091231,detention centre guard gave axe attacker phones
20091013,ageing construction workers feel the squeeze
