publish_date,headline_text
20091116,motorcyclist dies near harvey
20090411,suicide bomber kills 9 militiamen in iraq
20091118,cummings duo rated in worlds top 20
20090413,baiada revises poultry buyout scheme
20090101,teen charged over brisbane city double stabbing
20090626,market ends week on high note
20090731,sour grapes behind lobbyist claims bligh
20090621,nrl interview david furner
20090129,govt urged to spend regional infrastructure funds
20091003,rudd shies away from dalai lama meeting greens
20090108,qld gas industry remains safe from financial crisis
20090508,person dies in melbourne house blaze
20090819,greens question 50b gas deal
20091229,interview mark cosgrove
20090820,guns stolen in armed hold up
20090213,shire denies blame for smiths beach hearing delay
20090329,charity urges madonna to rethink adoption plans
20090223,police on the hunt for escaped prisoner
20090507,jumps races suspended after horses die
20090122,henderson takes 2030 initiative to alice springs
20090726,worst of australias downturn over gerry harvey
20090202,9 dead in sri lanka hospital shelling
20090107,spiegeltent twist for syd fest
20090606,radical reform govt commits to 750m child
20090829,coroner rules jacksons death homicide
20090703,phosphate search in the barkly
20090227,vic firefighers prepare for tough conditions
20090808,pampling coughs up nevada lead
20090122,us treasury pick vows to kick start economy
20091210,robertson dampens recycled water fears
20090602,murder suspect panicked
20090302,gold coast glassing victim in stable condition
20091201,grammer set for la cage revival
20090727,lima escapes charge over crusher tackle
20091216,council to vote on beach access rules
20090722,hames reassures st john paramedics
20090216,hockey appointed shadow treasurer
20090604,air travel at your own risk
20090119,rare shrub added to endangered list
20090808,interview vitezslav lavicka
20090429,boats intercepted near darwin ashmore reef
20090702,north coast faces whooping cough epidemic
20090514,dying oceans life and death issue indonesia
20090708,qantas fined for cargo price fixing
20090622,aird grilled on budget savings
20091109,council to reassess development plan
20090129,manhunt for father who took baby
20091119,warriors capitulate at g
20090603,magazine interview revives wriedt affair
20090224,no backflip on ledger theatre despite oscar honour
20091123,winning wines
20090210,man killed in traffic crash
20090923,new zealand escapes from recession just
20090208,fire threatens beechworth power lines
20091013,uk politicians told to pay up
20090628,kuznetsova jankovic crash as venus gets revenge
20090221,gerrard to miss city showdown
20090924,minister wants funds for overcrowded college
20091210,police hunt graffiti vandal
20090403,mixed fortunes for job agencies
20090216,man in hospital after nursing home fire
20090709,homeless figures rise nationally
20090827,pantelidis cleared to face jets
20090723,protesters seek gunns injunction
20090313,no bureaucrat hit list springborg says
20090622,local government backs calls for smoother approval
20090111,roar through to w league final on penalties
20090223,docs looks to fill western nsw vacancies
20090615,arsonists behind 6000 hectare blaze
20090331,hungry ants have cane toads on the menu
20091223,bond retires from test cricket
20091119,police to flood streets in booze blitz
20090610,nuttall corruption case in court
20090617,wasted opportunities
20090909,action on safety switches promised
20090509,fannie mae wants 25b bailout
20091207,probe continues into rail near miss
20091124,fish kill an environmental disaster
20090218,economic crisis gives nutritionists food for
20091027,oscar winner haggis quits scientology
20090109,three dead in east gippsland crashes
20090206,economists optimistic after rbas statement
20090618,swan agrees to borrowing register
20091008,no concern they said it
20090630,corruption watchdog charges judges associate
20091129,bollinger leads blues romp in perth
20090726,rail users dicing with death
20090703,preschool funding promises not enough
20090901,holding rescued brumby
20090107,police investigate sexual assault on teenager
20090514,mudgee region slips back into drought
20090404,flagon interest
20090609,biodynamic farming for the future
20091005,bushfire inquest hears critical weather
20090512,collie mp welcomes coal power refurbishment
20090826,sydney sex assaults accused in court
20090714,push to tighten labelling laws
20091202,expert warns teens and alcohol dont mix
20090820,health workers sacked over alleged rorting
20090630,bhp may keep ravensthorpe barnett
20091119,monaro rfs moves quickly to quell blaze
20090624,doubt cast over busselton ironman future
20090430,laidley supports carey hall of fame induction
20090522,policeman denies drink driving
20090227,comeback kid rose earns wcc berth
20090602,some hospital services remain below national
20090625,native title claim first determination over sea by
20090112,iraq seizes sunni insurgent leader
20090223,mp calls for fire shelters in schools
20090117,sir john mortimer dies aged 85
20090303,rain tops up torrens by 50cm
20090715,crayfish experts correcting gene pool
20090908,becks reveals premier league interest
20090724,driver didnt brake in time to avoid fatal tunnel
20090507,slight rise in jobless rate
20090114,acci calls for 200 fair work bill changes
20090817,teen charged after match footy brawl
20091214,bulls complete huge shield win
20090304,not guilty plea over baby assault charge
20090113,biomass restrictions fail to lessen opposition
20090714,corner concept plans to go on show
20090508,demetriou shrugs off expansion criticism
20091214,police investigate pt lincoln flare fire
20090204,shoplifting operation accused fails to front court
20090817,serial sex offender michael mcgarry released from
20090502,fevolas late miss hands hawks thriller
20090210,premier talks up sa arsonist programme
20090728,burnt out car had paper stuffed in fuel tank
20091005,lobster catch rates improving
20090417,political murder phuong ngo to stay in jail
20091108,jadeja kumar save face for india
20090917,struggle ahead for ex acl workers
20090421,24 killed in kenyan clashes
20090414,end of an era for relegated luton
20090713,n koreas kim jong il has pancreatic cancer report
20090911,mother contributed to death of 4yo coroner
20090318,bangladesh postpones pakistan tour over security
20090713,skeletal remains may be missing mother
20090803,first cut a fire has caused three million dollars
20090908,push on for ravensthorpe esperance merger
20090427,auckland flu flight passengers traced for testing
20090206,levy not the answer to helping dairy farmers
20090202,workfit shoalhaven gets rent lifeline
20090207,wall st up on stimulus hopes
20090708,voting closes in indonesia
20090101,new york crowds cheer in chilly new year
20090908,search for accused conman
20090820,market reports a fall in profit to itself
20091112,govt aware of albany council inquiry calls
20090812,agony for kokoda crash victims families
20090807,kelvin thomson full speech
20090706,origin star punished for drunken hotel romp
20090212,catchpole admits having pistol drugs
20090715,shock treatment for web addicts banned in china
20090701,police yet to get drinker id scheme nod
20090224,casinos fear going broke
20090505,3 arrested in tamil protest
20091008,abbott investigates clc break up
20090305,oppn attacks spending on image makers
20090709,police to use infringement notices discretion
20090212,cooler conditions help relief effort
20090501,aged care groups back regional fuel card
20090809,north atones as aussies eye leveller
20090410,pell urges redemption salvation in tough times
20091106,jury convicts man over fatal boat crash
20090823,interview richie mccaw
20091018,navy finds boat after distress call
20090319,state schools need 160 million for repairs
20090826,inglis assault charge will fail
20091205,crews battle bathurst blaze
20090130,heatwave record set in melbourne
20090811,clp furious as underage sex debate stalls
20090504,police seek witnesses to fatal princes hwy crash
20090718,haussler wants his aussie roots back
20090616,police hunt cold flu tablet thieves
20090413,laidley downplays chicken video controversy
20090710,no improvement in mallee homeless figures
20090408,100000 protesters mass in bangkok
20090919,radek wins six hour marathon
20091129,hallinan caps stellar rookie campaign
20090920,malthouse fumes as pies go missing
20090609,report finds tasmania not listening to mental
20090825,gregw they said it
20090927,broncos confident of lessons learned
20090318,world bank slashes chinas growth forecast
20091220,barca on top of the world
20091117,agriculture has been excluded from the australian
20090714,lend or face chop cba broker ultimatum
20090108,no one to blame for fatal dog attack father
20090220,bundaberg hospital findings loom
20090916,health worker faces court over stolen medical gear
20090401,health meeting to address hospital worries
20090120,michelle obama takes centre stage
20091102,emotional reunion for stolen generation members
20090609,peanut harvest wraps up
20090907,36000 chinese apply for nt travel doco
20090622,planning dept working on alice land release
20091204,mental health unit to be light spacious
20090220,qld govt fraud trio to be sentenced in march
20090422,longreach man to stand trial over alleged upgrade
20090820,8 arrested over brisbane prostitution ring
20090319,tendulkar puts india in control
20090828,clarke stands by leader of men
20090313,madonna king interviews maritime safety qlds john
20090609,kinglake fire survivor says warning came too late
20090301,aussies still in control despite collapse
20090802,day four first session highlights
20090805,dance class shooting gunman kills 3
20090508,roosters cherrington avoids jail over assault
20090517,afl interview kieren jack
20090713,fatal boating accidents drop in qld
20090804,thai plane crash 1 dead
20090224,act libs slam affordable housing scheme
20091023,pearl jam nin furious at guantanamo use
20090617,freight closure forces grain road transport
20091102,woman honoured for warding off shark
20091220,beach weights not for bowlers lillee
20090331,hungry ants have cane toads on the menu
20090211,fatal traffic crash in south west
20091206,interview james sutherland
20090206,cancer bacterial disease funding boost
20090304,sporn backs obesity fight
20091001,prepare act survive new bushfire plan for act
20090820,hefty fines for james hardie ten
20090223,abc to reconsider its hopman cup coverage
20090414,hunt for rivervale assault offender
20091027,call for shorter event track for supergp
20090330,doctors keep mackay in coma
20090605,sick kids stunt earns chaser 2 week ban
20090227,new test identifies those at risk of atrial
20090223,applications closed for best job in the world
20091021,abc business news and market analysis
20090905,baby boom
20090425,suspicion surrounding 2 house fires
20091202,interview adam scott
20090630,not guilty plea over shop murder
20091017,viewed does it again for bart
20090911,man killed in bendigo fire
20091105,pm backs troubled premier
20090126,anglers help save swimmers off fraser is
20091012,todd hit with two week ban
20090503,1 dead six hurt in toowoomba smash
20090612,climate change threatens orchids
20090323,death sparks police chase investigation
20090318,woman found guilty over fatal car crash
20090902,cit backs water allocations boost
20090924,finch backing locky to do double shift
20091124,whistlin on the wind
20090812,council hosts bushfire building forum
20090210,citrus growers suffer minimal losses from heat
20090608,tough tests skewing swine flu figures expert
20090315,fittler primed for derby showdown
20091027,byron mayor welcomes climate change report
20090115,new tourism plan to bring in 6b sa govt
20090516,a league admits education needed after sex charges
20090403,nrl interview brad fittler
20090109,search for glacier victims body suspended
20090407,moldovan protesters trash parliament after
20090520,lockyer talks up pies on the road
20090603,job losses expected as campbells sells kettle brand
20090407,tas gets first byte at new broadband
20090424,eagles wary of hawks second line
20090317,trial of man accused of murdering pregnant woman
20090504,bangtail muster celebrates alice history
20090617,sajc vows to boost stake money
20090814,darwin art award
20090915,missing teen found in internet cafe
20090921,father told to expect jail for child pornography
20090204,two charged over hammer hold up
20090508,nrl media call michael crocker
20090713,virgin blue shares halted amid raising rumours
20090623,tow truck crashes into xxxx brewery
20091203,fight to allow boy 9 to work in quarry
20090310,beckham timeshare deal a smart business move
20091209,gps urge swine flu immunisation
20090321,afghan suicide bomb kills 4 official
20090323,smith morkel return to proteas squad
20091126,rate rise on bushfire towns defended
20091015,polanski finishing new film from jail
20090729,historic hotel damaged in candle fire
20090414,rider hurt in mid west motorbike crash
20091220,tomic dumped in wildcard final
20090217,council votes against deep sea port
20090904,back from the brink
