publish_date,headline_text
20050926,motorists should get used to paying well over a
20050905,door open for brogden on debnams frontbench
20051128,clarke bounces back with century
20050111,deep water diver owned moree property
20050408,bacons whereabouts remain a mystery
20050328,govt urged to offer tax cuts on back of gst
20050211,liberals say canal plan to boost pilbara industry
20051024,tourists fingers reattached after wood chop
20050301,hippo kills australian tourist in kenya
20050923,suspended jail term for sex photo culprit
20050619,greenpeace ship bears peaceful witness to sabre
20050808,threat closes us missions in saudia arabia
20050705,anti ir plan protests not just union driven
20050929,fake stone takes the mick
20051201,new south east mayors announced
20051026,un resolution could force hariri suspects arrest
20050419,pain drugs may fight cancer studies
20051216,council looks to taminda estate revamp
20050518,family unsure of wood claims
20050424,sun needed to kill off swan river bacteria
20051020,ambrose ingall expected to go all out at surfers
20051128,scientists embrace plan for cyberhugs
20050213,gough doubtful for englands final one dayer
20051017,at least 20 missing after boat capsizes in nepal
20050701,breakthrough cancer fighting agent developed
20051001,opposition seeks action on pic recommendations
20050817,woodside profits drop
20050905,man killed in weekend road smash
20050901,water allocations come as a relief to farmers
20051126,monks to rent mall space in thailand
20050915,beazley considers legal options after latham attack
20051025,company pushing ahead with act wind farm
20050309,manou attributes turnaround to experience
20051114,police lament drink drive numbers
20050331,indonesias megawati keeps political career alive
20050419,wmc considers desalination plant for uranium mine
20050505,ivf review undermines medicare principles labor
20050609,carr announces rail expansion plan
20050127,qld govt to study child abuse report
20050309,police to charge truckie over hit run
20051205,aussie pair lose squash world open finals
20050711,resignation of immigration head angers lawyer
20051220,pilot jailed for indonesian activists murder
20050914,mcguigan looks to boost loxton winery efficiency
20050311,greens want rail freight audit answers
20050826,minister stands aside over lying allegations
20050228,bali bombers may to be moved to java jails
20051116,henry accuses england of spying on all blacks
20050421,designers boycott wont affect wool exports industry
20050204,australia to play indonesia in tsunami charity
20050819,hopes injured seal will return to natural habitat
20050923,fuel prices blamed for bega valley tourism slump
20051201,fourth racing code in the pipeline
20050322,court grants bail to pair accused of child stealing
20050728,malisse rallies to oust defending champion haas in
20051130,carbon trading seen as big earner for wa farmers
20050331,community digs deep for tsunami appeal
20050401,residents want fluoridation referendum
20050221,henry walker eltin administrators granted extension
20050222,growth in south east underestimated says property
