publish_date,headline_text
20051203,chinese mine flood traps 42
20050811,drivers warned after two die on icy roads
20050725,green group backs coast management plan
20051215,food giant readies for return to asx
20050307,households urged to wage war against cane toad
20050615,clijsters shines on return to grass
20050101,nine russians dead as bus crashes in latvia
20051222,cobar looks to continued drought
20051008,drivers get licences back after fine payment blitz
20050927,pentagon sets hicks hearing date
20050714,police make new raids over london bombings
20051201,police put focus on underage drinkers
20050510,consultant urges protection of trees in city hill
20050702,battle breaks out after top us justice retires
20050902,iran puts rarely seen western art on display
20051015,spielberg moves into video game realm
20050513,call for independent probe into council woes
20050802,taxi fees rise subsidy doubles
20051113,delhi bombing suspect arrested police
20050221,public to get briefing on health service changes
20051115,thousands protest against ir laws
20050821,internal police probe continues in hit run case
20050903,india crush black caps by six wickets
20050111,stawell police station reduces opening hours
20050112,bashir warns against long term deployment in aceh
20050818,authorities need time to find croc attack victim
20050315,police union fears riot inquiry witch hunt
20051228,school leavers warned against unpaid work trials
20050628,un warns of looming food shortage in zambia
20050921,no title needed on cover of tom wolfe novel
20051013,council supports mining exploration tax break push
20050211,sacked electricity workers reflect on sir johs
20050503,vietnam pm to visit for trade security talks
20050902,man found not guilty of casino murder attempt
20050702,govt gives multi million dollar lobster farm green
20050827,tas approves exploration licences
20050216,call for jail smoking ban prompts mixed reaction
20050720,development of bulky goods centre under way
20050822,cooper faces trial on hih charges
20051021,gillard calls for medicare numbers for midwives
20051013,nasa hails chinas manned space mission
20051107,broken hill cleans up after severe storm
20051119,devonport cracks down on dangerous driving
20050708,gerrard to woo back liverpool fans
20051117,backyard mangoes expected to fetch good prices
20051110,govt accused of negligence in awb scandal
20051011,retailers complain of unfair milk price increases
20050628,victorias infrastructure barely adequate report
20050104,nsw brokers deal with private bus companies
20051217,petition aims to pull down knopwoods fence
20050105,cause of national park blaze unknown
20050215,indigenous group seeks alternative atsic
20050515,no clues in search for missing columbian
20050215,no prosecution over ethanol tank blast
20050324,cahill puts socceroos ahead of everton
20050127,buchanan backs out of sorts hayden
20051206,hudson out till 2006 finals
20050301,union questions hospitals hygiene
20051209,mp promises support for storm hit broken hill
20050306,png backbencher wont be silenced
20051125,arsenal rocked by full back crisis
20050526,police search for stolen sculpture
20050622,iwc condemns japans whaling program
20050324,high tech solution to locating coastal hazards
20051211,over 100 killed in nigerian plane crash
20050404,doctors urged to perform rape examinations
20051001,westgate bridge speed cameras set to go
20050114,gondolas left high and dry in venice
20050223,bennett the coach but no decision on captain
20051221,bhp strikes oil in gulf of mexico
