publish_date,headline_text
20111111,ch greyhounds
20110617,one plus one friday 17 june
20111104,john howard
20110318,lucas gives nod to bowen basin housing summit
20111004,seth rogen weds
20111208,push for students to study mental health
20110405,teachers competing with vacuum cleaners union
20111120,amla; de villiers frustrate aussies
20110303,life in the suburbs after the earthquake
20110624,15m heroin seized in melbourne raids
20110124,12 killed in iraq blast
20111101,hay to host suicide forum
20110401,residents told to brace for more rain
20111115,noojee tests bushfire evacuation plans
20110902,tillegra dam land not for sale
20110915,botha returns for springboks
20111224,marsh; hilfenhaus picked for boxing day
20110217,opposition denies anti muslim agenda
20110209,woman dies after domestic dispute
20110721,cadel closes the gap on yellow jersey
20110527,mining forum hears skills shortage woes
20110314,power cuts in japan as nuclear plants shut down
20111026,prison officers pay threat
20110930,blanchetown sheep sale success
20110305,nadal lifts spain india holds serbia
20111212,abc entertainment
20110705,rural schools important for more than just students
20110201,man to front court accused of punching woman in
20110327,crows run over top of hawks
20110308,channel country graziers trevor white steve cramer
20110711,mayor keen for more cyclone shelters
20111109,protesters interrupt gladstone harbour dredging
20110727,sa officials not pursuing cult leader
20110803,green group demands gas licence answers
20110106,toddler drowns in farm pond
20110427,chinese art infringing on indigenous market
20110916,more jobs to go in bluescope fallout
20110406,call centre plans thrown into doubt
20110415,sticky tape conviction quashed for mickelberg
20110312,calls for investigation into newcastle city council
20110329,labor facing long road back to power
20111108,leopard tank services club
20110818,act walk in clinic report
20110815,abbott and greens on mining access to farm land
20110517,malicks long awaited film booed at cannes
20111025,real estate agent admits stealing rent
20110220,teen charged with murder
20110712,assault leaves man with head injuries
20110119,moreton bay swamped by toxic waste
20111005,growers warned of fruit fly costs
20110127,camper describes confrontation at lake keepit
20111106,three charged over occupy sydney protests
20111003,plane crash ferris wheel safely placed
20111020,perth rapper dies after cancer battle
20110928,andrew balding reports from onslow
20111124,father denied shared care of daughter
20111220,petition fights for postal services
20110608,more snow heads for victoria
20110531,five treated for smoke inhalation from fire
20110210,maclean bat bill gets parliamentary thumbs up
20110608,an alliance of western councils to wind up
